LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,LATITUDE,LONGITUDE
0000879938-0001-3,JINON CORP,NIJIYA MARKET,2130 SAWTELLE BLVD #105,LOS ANGELES,90025-6268,2130 SAWTELLE 90025-6268,2180 W 190TH STREET,TORRANCE,90504-6103,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,11/23/1991,,"(34.0391, -118.442)",34.0391,-118.442
0002480475-0001-1,EVANGELINA HERNANDEZ ORTEGA,,462 S BERNAL AVENUE   #B,LOS ANGELES,90063-3175,462 BERNAL 90063-3175,,,,445230.0,Fruit & vegetable markets,14,08/01/2007,,"(34.0327, -118.1987)",34.0327,-118.1987
0000250839-0001-9,ALVARO S GARCIA,LA FLOR DE MICHOACAN,12116 VANOWEN STREET,N HOLLYWOOD,91605-5651,12116 VANOWEN 91605-5651,12116   VANOWEN STREET,NORTH HOLLYWOOD,91605-5651,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,10/23/1995,,"(34.1939, -118.397)",34.1939,-118.397
0002883988-0001-3,JOHNNY & PARTNER INC,KAVITA GROCERY,10201   VENICE BLVD,LOS ANGELES,90034-5902,10201 VENICE 90034-5902,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,01/01/2016,,"(34.0219, -118.4023)",34.0219,-118.4023
0000176925-0001-6,VICENTE FOOD INC,VICENTE FOODS,12027 SAN VICENTE BLVD,LOS ANGELES,90049-4922,12027 SAN VICENTE 90049-4922,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,10/01/1950,,"(34.0521, -118.4732)",34.0521,-118.4732
0000032242-0008-0,SMART & FINAL STORES LLC,SMART & FINAL #364,2949 W PICO BLVD,LOS ANGELES,90006-3809,2949 PICO 90006-3809,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/1953,,"(34.0472, -118.3046)",34.0472,-118.3046
0002884059-0001-1,JAIME FLORES,DANI MINI MARKET,5024 S VERMONT AVENUE,LOS ANGELES,90037-2908,5024 VERMONT 90037-2908,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/26/2016,,"(33.9971, -118.2911)",33.9971,-118.2911
0000268926-0001-4,MARTHA JIMENEZ,MARTHA'S MINI MARKET,4122 HOOPER AVENUE,LOS ANGELES,90011-3222,4122 HOOPER 90011-3222,9726   KAUFFMAN AVENUE,SOUTH GATE,90280-5161,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,02/12/2001,,"(34.0086, -118.2521)",34.0086,-118.2521
0002955225-0001-1,MBW CORPORATION,W & C LIQUOR AND MARKET,1658 W CARSON STREET   SUITE #D,TORRANCE,90501-2879,1658 CARSON 90501-2879,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,01/01/2017,,"(33.8314, -118.3081)",33.8314,-118.3081
0002905949-0001-2,LIMEKILN CANYON INC,,8149   SANTA MONICA BLVD,WEST HOLLYWOOD,90046-4912,8149 SANTA MONICA 90046-4912,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,12/03/2015,,"(34.0908, -118.3669)",34.0908,-118.3669
0002749782-0001-2,VILLAGE MINI MART INC,VILLAGE MINI MART,220 W 7TH STREET,LOS ANGELES,90014-1823,220 7TH 90014-1823,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,05/06/2014,,"(34.0449, -118.2528)",34.0449,-118.2528
0000341379-0001-9,MARIA E CAMPOS,L & M MARKET,1152 S CENTRAL AVENUE,LOS ANGELES,90021-2042,1152 CENTRAL 90021-2042,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/1980,,"(34.0303, -118.245)",34.0303,-118.245
0002945198-0001-6,ROBERTO JIMENEZ MORALES JR,LUCY'S MINI MART,4819 S VERMONT AVENUE   UNIT #A,LOS ANGELES,90037-2929,4819 VERMONT 90037-2929,953 W 55TH STREET,LOS ANGELES,90037-3621,424400.0,Grocery & related products,9,11/15/2016,,"(33.999, -118.2919)",33.999,-118.2919
0002907630-0001-8,4901 SANTA MONICA CORPORATION,7-ELEVEN STORE 39219B,4901   SANTA MONICA BLVD,LOS ANGELES,90029-2537,4901 SANTA MONICA 90029-2537,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,04/28/2016,,"(34.0911, -118.2965)",34.0911,-118.2965
0000260892-0001-5,ISSAM HOURANY,JERRYS LIQUOR,11010 SATICOY STREET,SUN VALLEY,91352-4724,11010 SATICOY 91352-4724,17700   CANDIA COURT,GRANADA HILLS,91344-1557,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,07/01/1979,,"(34.2084, -118.3705)",34.2084,-118.3705
0002985169-0001-5,HAZEM SUAOOD,SAWA MART,5107   VENICE BLVD,LOS ANGELES,90019-5230,5107 VENICE 90019-5230,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,05/05/2017,,"(34.0453, -118.3505)",34.0453,-118.3505
0003003909-0001-9,JEANNIE KIM CHUNG,CORONA MARKET INC,1913 E 1ST STREET,LOS ANGELES,90033-3412,1913 1ST 90033-3412,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,08/24/2017,,"(34.0466, -118.2168)",34.0466,-118.2168
0000016379-0001-0,WEST CENTRAL PRODUCE INC,,12840   LEYVA STREET,NORWALK,90650-6852,12840 LEYVA 90650-6852,,,,424400.0,Grocery & related products,0,10/01/1970,,"(33.8922, -118.0578)",33.8922,-118.0578
0002991188-0001-5,CORNELIO CASTREJON GOMEZ / FRANCISCA AVILEZ VARGAS CASTREJON,AVILES MARKET,3052 W 7TH STREET,LOS ANGELES,90005-1490,3052 7TH 90005-1490,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,06/13/2017,,"(34.0594, -118.2907)",34.0594,-118.2907
0002918612-0001-3,BJ PRODUCE INC,,2425   GRIFFIN AVENUE   #3,LOS ANGELES,90031-2605,2425 GRIFFIN 90031-2605,,,,445230.0,Fruit & vegetable markets,1,09/01/2015,,"(34.0745, -118.2122)",34.0745,-118.2122
0002988424-0001-4,CRACK NUTS,,5081   MONTEZUMA STREET,LOS ANGELES,90042-3228,5081 MONTEZUMA 90042,5081   MONTEZUMA STREET,LOS ANGELES,90042-3228,424400.0,Grocery & related products,1,05/05/2017,,"(34.1122, -118.2051)",34.1122,-118.2051
0002880874-0001-1,GOLDEN VIEW PRODUCE INC,,1601 E OLYMPIC BLVD   UNIT #206 / 207,LOS ANGELES,90021-1941,1601 OLYMPIC 90021-1941,,,,445230.0,Fruit & vegetable markets,14,11/17/2014,,"(34.0312, -118.2417)",34.0312,-118.2417
0002914398-0001-6,TIJUANA MEAT MARKET #2 INC,,11142   BURBANK BLVD   SUITE #A,NORTH HOLLYWOOD,91601-5750,11142 BURBANK 91601-5750,,,,445210.0,Meat markets,2,06/10/2016,,"(34.1719, -118.3738)",34.1719,-118.3738
0000558628-0001-9,PACIFIC SUPREME COMPANY,,4400   186TH STREET,REDONDO BEACH,90278-4650,4400 186TH 90278-4650,4400   186TH STREET,REDONDO BEACH,90278-4650,424400.0,Grocery & related products,0,09/12/2000,,"(33.8616, -118.3533)",33.8616,-118.3533
0000510729-0001-8,HEIDENS INC,,544 S STATE COLLEGE BLVD,FULLERTON,92831-5114,544 STATE COLLEGE 92831,2900 E BLUE STAR STREET,ANAHEIM,92806-2509,424400.0,Grocery & related products,0,01/01/1959,,"(33.8665, -117.8895)",33.8665,-117.8895
0002895484-0001-5,SAMUEL ESTRADA,ESTRADA PRODUCE WHOLESALE,4226 E 54TH STREET,MAYWOOD,90270-2318,4226 54TH 90270-2318,,,,445230.0,Fruit & vegetable markets,0,03/14/2016,,"(33.9921, -118.1895)",33.9921,-118.1895
0002995495-0001-9,JOSE ANGEL SILVA MEJIA,,5850   AVALON BLVD,LOS ANGELES,90003-1308,5850 AVALON 90003-1308,1013  1/2 S CENTRAL AVENUE,LOS ANGELES,90021-2039,445230.0,Fruit & vegetable markets,9,07/10/2017,,"(33.9885, -118.2648)",33.9885,-118.2648
0002483120-0002-6,SOCORRO GORDILLO FLORES,COCO'S 99 CTS MINI MARKET,5112 S CENTRAL AVENUE,LOS ANGELES,90011-4714,5112 CENTRAL 90011-4714,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/05/2017,,"(33.9966, -118.2561)",33.9966,-118.2561
0000075032-0006-1,BERBERIAN ENTERPRISES INC,JONS MARKET #7 | JONS MARKET#7,5311 SANTA MONICA BLVD,LOS ANGELES,90029-1105,5311 SANTA MONICA 90029-1105,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,07/22/1988,,"(34.0907, -118.3052)",34.0907,-118.3052
0002812358-0001-1,BERNARD DILLARD,BERNARD DILLARD MANAGEMENT,6709 LA TIJERA BLVD SUITE #305,LOS ANGELES,90045-2017,6709 LA TIJERA 90045-2017,6709 LA TIJERA BLVD SUITE #305,LOS ANGELES,90045-2017,424400.0,Grocery & related products,11,02/01/2015,,"(33.9785, -118.3704)",33.9785,-118.3704
0002976156-0001-9,PANTEA PRODUCE INC,,22565   UHEA ROAD,WOODLAND HILLS,91364-4041,22565 UHEA 91364-4041,,,,424400.0,Grocery & related products,3,01/01/2011,,"(34.1523, -118.6192)",34.1523,-118.6192
0002429935-0001-5,MINI MARKET INC,TWINS MARKET,646 S BROADWAY UNIT #B,LOS ANGELES,90014-1911,646 BROADWAY 90014-1911,4971   DOMAN AVENUE,TARZANA,91356-4311,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,04/21/2009,,"(34.0458, -118.2527)",34.0458,-118.2527
0002488893-0001-1,"FRESCO FOODS, INC",,1567 INDUSTRIAL STREET,LOS ANGELES,90021-1217,1567 INDUSTRIAL 90021-1217,,,,445220.0,Fish & seafood markets,14,10/03/2008,,"(34.036, -118.2368)",34.036,-118.2368
0002482193-0001-0,GOURMET MARKET & SPIRITS INC,,716 S LOS ANGELES STREET UNIT #A,LOS ANGELES,90014-2138,716 LOS ANGELES 90014-2138,621 S SPRING STREET SUITE #205,LOS ANGELES,90014-3917,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,06/16/2010,,"(34.0428, -118.2509)",34.0428,-118.2509
0002959199-0001-6,JULIO M TOLAQUE,LAS DELICIAS FRUTAS FRESCAS,1021   MYRTLE AVENUE   #9,INGLEWOOD,90301-4017,1021 MYRTLE 90301-4017,,,,445230.0,Fruit & vegetable markets,0,01/25/2017,,"(33.9503, -118.3496)",33.9503,-118.3496
0002983357-0001-4,JUNGLE MERCH LLC,,106  1/2   JUDGE JOHN AISO STREET   SUITE #757,LOS ANGELES,90012-3805,106 JUDGE JOHN AISO 90012-3805,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,07/01/2016,,"(34.0505, -118.2406)",34.0505,-118.2406
0002991018-0001-1,FELIPE SONTAY CHUN,,901 E 51ST STREET,LOS ANGELES,90011-4138,901 51ST 90011,901 E 51ST STREET   APARTMENT #1,LOS ANGELES,90011-4138,445230.0,Fruit & vegetable markets,9,01/01/2017,,"(33.9969, -118.2598)",33.9969,-118.2598
0000971393-0001-1,MARINELLI SHELLFISH LA,,542   GLADYS AVENUE,LOS ANGELES,90013-1719,542 GLADYS 90013-1719,542   GLADYS AVENUE,LOS ANGELES,90013-1719,424400.0,Grocery & related products,14,04/01/1996,,"(34.0409, -118.2412)",34.0409,-118.2412
0000904737-0001-7,ZIXTA ENTERPRISES INC,VALLARTA SUPERMARKET #11,21208 SHERMAN WAY,CANOGA PARK,91303-1512,21208 SHERMAN 91303-1512,10147   SAN FERNANDO ROAD,PACOIMA,91331-2617,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,12/01/1998,,"(34.201, -118.5943)",34.201,-118.5943
0002814854-0001-9,GREEN HOUSE MARKET LLC,,6333 W 3RD STREET UNIT #143,LOS ANGELES,90036-3109,6333 3RD 90036-3109,,,,445230.0,Fruit & vegetable markets,4,06/01/2015,,"(34.0713, -118.36)",34.0713,-118.36
0002095877-0001-4,"HERITAGE CANDY COMPANY, INC.",,6923 WOODLEY AVENUE,VAN NUYS,91406-4844,6923 WOODLEY 91406-4844,,,,424400.0,Grocery & related products,6,03/25/2005,,"(34.1964, -118.4836)",34.1964,-118.4836
0002955570-0001-1,ROSALES FOOD SERVICES INC,,5157   ALHAMBRA AVENUE,LOS ANGELES,90032-3413,5157 ALHAMBRA 90032-3413,,,,445210.0,Meat markets,14,08/23/2016,,"(34.0729, -118.1736)",34.0729,-118.1736
0002317038-0003-5,SISAN INVESTMENTS INC,PARS MARKET,6114   RESEDA BLVD,TARZANA,91335-7309,6114 RESEDA 91335-7309,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,02/08/2016,,"(34.1813, -118.5359)",34.1813,-118.5359
0002924490-0001-4,RAFAEL JACOBO & ANGELITA MEJIA,,3405   DREW STREET,LOS ANGELES,90065-2095,3405 DREW 90065-2095,460 W EDNA PLACE,COVINA,91723-1026,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,10/29/2015,,"(34.1213, -118.2419)",34.1213,-118.2419
0002919778-0001-8,RC & LV PRODUCE INC,,1884 E 22ND STREET,VERNON,90058-1034,1884 22ND 90058-1034,POST OFFICE BOX #11188,LOS ANGELES,90011-0188,445230.0,Fruit & vegetable markets,14,07/01/2016,,"(34.0165, -118.2364)",34.0165,-118.2364
0000462252-0003-3,MI HEE OH,FRUIT TREE STORY,3663 W 6TH STREET   #G102,LOS ANGELES,90020-3049,3663 6TH 90020-3049,,,,445230.0,Fruit & vegetable markets,10,10/24/2016,,"(34.064, -118.302)",34.064,-118.302
0002929736-0001-1,MARCONDA'S MEATS AND PURITAN POULTRY INC,,6333 W 3RD STREET   SUITE #514,LOS ANGELES,90036-3183,6333 3RD 90036-3183,6333 W 3RD STREET   SUITE #514,LOS ANGELES,90036-3183,445210.0,Meat markets,4,09/01/2016,,"(34.0722, -118.3604)",34.0722,-118.3604
0002989109-0001-2,LUIS FELIPE QUIROA,BEST QUALITY PRODUCE,1294   PRODUCE ROW,LOS ANGELES,90021-1836,1294 PRODUCE 90021-1836,,,,445230.0,Fruit & vegetable markets,14,05/01/2017,,"(34.0332, -118.2441)",34.0332,-118.2441
0002841199-0001-6,MUHALAB SADIG,SABB MARKET,8922 S CENTRAL AVENUE,LOS ANGELES,90002-1738,8922 CENTRAL 90002-1738,8922 S CENTERAL AVENUE,LOS ANGELES,90002-1738,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,07/15/2015,,"(33.9554, -118.2564)",33.9554,-118.2564
0002600670-0001-5,ROBERT W YOUNG JR,,8813 S NORMANDIE AVENUE,LOS ANGELES,90044-2105,8813 NORMANDIE 90044-2105,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,02/20/2012,,"(33.9578, -118.3002)",33.9578,-118.3002
0002760945-0002-3,MARIANA GARCIA,GARCIA'S MINI MARKET #2,2721 S CENTRAL AVENUE,LOS ANGELES,90011-5527,2721 CENTRAL 90011-5527,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,05/01/2016,,"(34.0173, -118.2557)",34.0173,-118.2557
0002978963-0001-9,CALIFIA FARMS LLC,,1321   PALMETTO STREET,LOS ANGELES,90013-2228,1321 PALMETTO 90013-2228,1321   PALMETTO STREET,LOS ANGELES,90013-2228,424400.0,Grocery & related products,14,07/17/2015,,"(34.0405, -118.232)",34.0405,-118.232
0002682159-0007-2,LWIN FAMILY CO INC,OUMI SUSHI,8985   VENICE BLVD,LOS ANGELES,90034-3344,8985 VENICE 90034-3344,11949   STEELE CREEK ROAD,CHARLOTTE,28273-3773,445220.0,Fish & seafood markets,5,09/14/2016,,"(34.0278, -118.393)",34.0278,-118.393
0000101543-0017-7,MOTHERS NUTRITIONAL CENTER INC,,8530 VAN NUYS BLVD,PANORAMA CITY,91402-2911,8530 VAN NUYS 91402-2911,13635 FREEWAY DRIVE,SANTA FE SPRINGS,90670-5622,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,04/21/2014,,"(34.2254, -118.4488)",34.2254,-118.4488
0002940701-0001-4,AJONJOSE SESAME INC,,1011 E ADAMS BLVD   UNIT #328,LOS ANGELES,90011-5928,1011 ADAMS 90011-5928,,,,424400.0,Grocery & related products,9,04/01/2016,,"(34.0194, -118.2555)",34.0194,-118.2555
0000075032-0011-7,BERBERIAN ENTERPRISES INC,JONS MARKET #16,12122 MAGNOLIA BLVD,N HOLLYWOOD,91607-2620,12122 MAGNOLIA 91607-2620,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,02/08/2000,,"(34.1648, -118.3971)",34.1648,-118.3971
0002619826-0001-2,FAIRFAX GROCERY INC,,511 N FAIRFAX AVENUE,LOS ANGELES,90036-1715,511 FAIRFAX 90036-1715,POST OFFICE BOX #481168,LOS ANGELES,90048-9349,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,03/07/2012,,"(34.0804, -118.3614)",34.0804,-118.3614
0002781553-0001-7,VAN NUYS LIVE & FRESH POULTRY LLC,VAN NUYS LIVE & FRESH POULTRY,14547 ARMINTA STREET #E,PANORAMA CITY,91402-6060,14547 ARMINTA 91402-6060,,,,445210.0,Meat markets,6,10/20/2014,,"(34.2134, -118.451)",34.2134,-118.451
0002035017-0001-9,FRANCISCO JAVIER RODRIGUEZ,,467 W 18TH STREET,SAN PEDRO,90731-5405,467 18TH 90731-5405,467 W 18TH STREET,SAN PEDRO,90731-5405,424400.0,Grocery & related products,15,05/01/2003,,"(33.7276, -118.2872)",33.7276,-118.2872
0002955785-0001-4,HARKARAN INC,,13100   SHERMAN WAY,NORTH HOLLYWOOD,91605-4645,13100 SHERMAN 91605-4645,12032   RATNER STREET,NORTH HOLLYWOOD,91605-1424,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,01/01/2017,,"(34.2011, -118.4182)",34.2011,-118.4182
0002941613-0001-6,EDWARD ETHERIDGE & LESLIE HERNDON,CHAKRA HEALTH FOODS,22701   CLARENDON STREET,WOODLAND HILLS,91367-4313,22701 CLARENDON 91367-4313,,,,424400.0,Grocery & related products,3,10/25/2016,,"(34.1695, -118.6213)",34.1695,-118.6213
0002916270-0001-9,FELICITO CORTES MIRANDA,CORTES MINI MARKET 99CENT,4426 S HOOVER STREET,LOS ANGELES,90037-3006,4426 HOOVER 90037-3006,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,06/02/2016,,"(34.0035, -118.287)",34.0035,-118.287
0002965656-0001-6,JOSE ALEJANDRO VARGAS IBARRA,ORTIZ PRODUCE,4808 W WASHINGTON BLVD,LOS ANGELES,90016-1502,4808 WASHINGTON 90016-1502,,,,445230.0,Fruit & vegetable markets,10,01/19/2017,,"(34.0396, -118.3439)",34.0396,-118.3439
0002913974-0001-2,AAA FOOD GROUP INC,,19801   VANOWEN STREET   UNIT #A,WINNETKA,91306-3954,19801 VANOWEN 91306-3954,,,,424400.0,Grocery & related products,3,07/01/2016,,"(34.1944, -118.5647)",34.1944,-118.5647
0002572171-0002-1,HENRY'S HOLDINGS LLC,SPROUTS FARMERS MARKET,820 N WESTERN AVENUE,SAN PEDRO,90732-2426,820 WESTERN 90732-2426,5455 E HIGH STREET   SUITE #111,PHOENIX,85054-5464,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,04/18/2011,,"(33.7503, -118.3091)",33.7503,-118.3091
0002973237-0001-2,BULK LLC,,1931 N GAFFEY STREET   SUITE #E,SAN PEDRO,90731-1265,1931 GAFFEY 90731-1265,,,,445210.0,Meat markets,15,12/21/2016,,"(33.763, -118.2934)",33.763,-118.2934
0000032242-0020-9,SMART & FINAL STORES LLC,SMART & FINAL #456,3607 S VERMONT AVENUE,LOS ANGELES,90007-3945,3607 VERMONT 90007-3945,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,07/11/1994,,"(34.0229, -118.2915)",34.0229,-118.2915
0002602229-0001-0,GRACE SATICOY LLC,,1713 E VERNON AVENUE SUITE #107,LOS ANGELES,90058-1729,1713 VERNON 90058-1729,1713 E VERNON AVENUE SUITE #107,LOS ANGELES,90058-1729,424400.0,Grocery & related products,9,02/27/2012,,"(34.0039, -118.2429)",34.0039,-118.2429
0002922956-0001-3,H & R CORPORATION,7-ELEVEN STORE 39477A,3477 W OLYMPIC BLVD,LOS ANGELES,90019-2125,3477 OLYMPIC 90019-2125,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,05/16/2016,,"(34.0527, -118.3142)",34.0527,-118.3142
0002977475-0001-3,"FRMCJ, INC",LA PERLA TAPATIA MEAT MARKET,210 N PACIFIC AVENUE,SAN PEDRO,90731-2016,210 PACIFIC 90731,210 N PACIFIC AVENUE,SAN PEDRO,90731-2016,445210.0,Meat markets,15,03/10/2017,,"(33.7447, -118.2878)",33.7447,-118.2878
0000032242-0009-8,SMART & FINAL STORES LLC,SMART & FINAL #372,10893 SAN FERNANDO ROAD,PACOIMA,91331-2629,10893 SAN FERNANDO 91331-2629,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,01/01/1953,,"(34.2675, -118.4235)",34.2675,-118.4235
0000557080-0001-8,CHARLES E GILB CO,,1400 E OLYMPIC BLVD #238,LOS ANGELES,90021-1945,1400 OLYMPIC 90021-1945,1400 E OLYMPIC BLVD   SUITE #239,LOS ANGELES,90021-1945,445230.0,Fruit & vegetable markets,14,01/01/1959,,"(34.0312, -118.2432)",34.0312,-118.2432
0003004493-0001-1,VICTORY PRODUCE MARKET INC,VICTORY PRODUCE,6412   MATILIJA AVENUE   UNIT #200,VAN NUYS,91401-1575,6412 MATILIJA 91401-1575,,,,424400.0,Grocery & related products,2,08/11/2017,,"(34.1872, -118.4332)",34.1872,-118.4332
0002815486-0001-3,ZERO EFFORT NUTRITION LP,ZEN FOODS,7225   CLYBOURN AVENUE,SUN VALLEY,91352-5141,7225 CLYBOURN 91352-5141,,,,424400.0,Grocery & related products,2,05/01/2010,,"(34.2027, -118.3624)",34.2027,-118.3624
0002210578-0001-8,ROBERTO VILLEGAS,VILLEGAS PRODUCE,1119 E 8TH STREET,LOS ANGELES,90021-1528,1119 8TH 90021-1528,16661 LIMEKIN LANE,FONTANA,92336-2070,445230.0,Fruit & vegetable markets,14,10/19/2006,,"(34.0353, -118.2448)",34.0353,-118.2448
0002582986-0002-9,SERGIO ESTRADA AVILA,LUCKY 16 MARKET,545   EUCLID AVENUE,LOS ANGELES,90063-3170,545 EUCLID 90063-3170,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,03/01/2016,,"(34.034, -118.2055)",34.034,-118.2055
0000242419-0001-7,LA BREA KOSHER MARKET INC,LA BREA KOSHER MARKET,410 N LA BREA AVENUE,LOS ANGELES,90036-2626,410 LA BREA 90036-2626,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,05/22/1985,,"(34.0784, -118.344)",34.0784,-118.344
0002925431-0001-4,ZAPOPAN MARKET INC,FLORES MARKET,1200 W ANAHEIM STREET,WILMINGTON,90744-4108,1200 ANAHEIM 90744-4108,1537   ESPERANZA STREET,LOS ANGELES,90023-3929,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,08/04/2016,,"(33.7789, -118.277)",33.7789,-118.277
0002372539-0001-6,MARISCOS BAHIA INC,,8300   REX ROAD,PICO RIVERA,90660-3719,8300 REX 90660-3719,POST OFFICE BOX #1063,PICO RIVERA,90660-1063,445220.0,Fish & seafood markets,0,10/24/1994,,"(33.9832, -118.1102)",33.9832,-118.1102
0000963322-0005-1,APRO LLC,UNITED OIL # 109,16455 VICTORY BLVD,VAN NUYS,91406-5749,16455 VICTORY 91406-5749,4130   COVER STREET,LONG BEACH,90808-0000,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,07/29/2014,,"(34.1866, -118.4913)",34.1866,-118.4913
0002990203-0001-4,ANDANTE FOODS LLC,,242 N AVENUE 25     #266,LOS ANGELES,90031-1880,242 AVENUE 25 90031-1880,,,,424400.0,Grocery & related products,1,06/07/2017,,"(34.0787, -118.2183)",34.0787,-118.2183
0002911156-0001-4,CITRO FRESH INC,,746 S CENTRAL AVENUE   SPACE #A1 55,LOS ANGELES,90021-1533,746 CENTRAL 90021-1533,7817   POINSETTIA DRIVE,BUENA PARK,90620-1955,445230.0,Fruit & vegetable markets,14,01/01/2008,,"(34.0353, -118.2421)",34.0353,-118.2421
0002704844-0001-3,RAQUEL ZAMORA,ZAMORA BROS,1503 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-2302,1503 CESAR E CHAVEZ 90033-2302,1503   CESAR CHAVEZ  AVENUE,LOS ANGELES,90022-,424400.0,Grocery & related products,14,10/15/2013,,"(34.0526, -118.2199)",34.0526,-118.2199
0002917264-0001-1,LILIT YEGHIAZARYAN,COCO'S QUALITY,7381   PERIGORD COURT,TUJUNGA,91042-1271,7381 PERIGORD 91042-1271,,,,445230.0,Fruit & vegetable markets,7,06/23/2016,,"(34.2722, -118.2943)",34.2722,-118.2943
0003001384-0001-1,SOO GIL KIM & OK HYE KIM,LA FLOR DEMAYO MARKET,3055 W 7TH STREET   #D,LOS ANGELES,90005-1434,3055 7TH 90005-1434,,,,424400.0,Grocery & related products,10,09/01/2017,,"(34.06, -118.2906)",34.06,-118.2906
0002973687-0001-3,RAUL AGUILA GARCIA,AC GROCERY,1614 N WESTERN AVENUE,LOS ANGELES,90027-4808,1614 WESTERN 90027-4808,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,03/13/2017,,"(34.1002, -118.309)",34.1002,-118.309
